schema:*key,$text
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_M_8,"Someone whispers, 'Who brings a longsword to a lounge?'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_M_9,"A voice says, 'He’s fashionably lethal.'"

ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_F_0,"Someone whispers, 'Do *not* challenge her.'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_F_1,"You hear, 'She walks like the room already lost.'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_F_2,"A glance. Then a bow. Then silence."
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_F_3,"Someone mutters, 'She’s elegance sharpened to a point.'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_F_4,"A voice says, 'Armored. Beautiful. Terrifying.'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_F_5,"You hear, 'A storm in silk and steel.'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_F_6,"A drink is lowered. No one wants to spill near her."
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_F_7,"Someone says, 'She commands the room without speaking.'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_F_8,"You feel the room shift as she enters."
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_F_9,"A whisper: 'That’s not battle gear. That’s a threat wrapped in beauty.'"

ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_M_0,"Someone says, 'He paid for silk, not shame.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_M_1,"A chuckle: 'Decadence without discretion.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_M_2,"You hear, 'He wears scandal like perfume.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_M_3,"Someone whispers, 'So much gold… so little cloth.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_M_4,"A smirk: 'He *wants* the whispers.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_M_5,"Someone mutters, 'Not noble. Just loud.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_M_6,"You hear, 'Daring... or desperate?'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_M_7,"A drink is spilled. 'Can’t look away.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_M_8,"A voice says, 'All shine, no shame.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_M_9,"Someone laughs, 'If royalty threw a tantrum.'"

ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_F_0,"A gasp. Then applause. Strange mix."
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_F_1,"You hear, 'That outfit demands a scandal.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_F_2,"Someone mutters, 'She’s wrapped in gold and bad decisions.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_F_3,"A smirk: 'She came to conquer. Or confuse.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_F_4,"You hear, 'That’s not a gown. That’s a trap.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_F_5,"Someone says, 'Every seam screams drama.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_F_6,"A drink is raised. 'To fearless fashion.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_F_7,"You hear, 'I envy the tailor. And pity them.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_F_8,"Someone whispers, 'Scandal made silk.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_INDECENT_F_9,"A giggle. 'She’s dressed like gossip incarnate.'"

ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_M_0,"Someone says, 'Rich clothes. Empty fingers.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_M_1,"A voice mutters, 'All robes, no rings.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_M_2,"You hear, 'He spent it all on fabric.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_M_3,"Someone says, 'Polished look. Poor sparkle.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_M_4,"A glance. 'Missing one accessory: wealth.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_M_5,"You hear, 'Noble? Maybe. Broke? Possibly.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_M_6,"A chuckle. 'All outfit. No statement.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_M_7,"Someone mutters, 'Even the candle has more bling.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_M_8,"You hear, 'Not everyone needs gold. He clearly does.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_M_9,"A sigh. 'So close to impressive.'"

ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_F_0,"Someone says, 'She’s missing sparkle, not grace.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_F_1,"A voice says, 'Her silence shines more than jewels.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_F_2,"You hear, 'Noble cut. Minimalist flare.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_F_3,"A murmur: 'Understated, but undeniable.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_F_4,"Someone whispers, 'No gold, but all presence.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_F_5,"You hear, 'She left her crown, not her command.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_F_6,"A chuckle: 'Power in simplicity.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_F_7,"A guest says, 'No rings, no problem.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_F_8,"Someone mutters, 'She doesn't need sparkle to outshine.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_NO_JEWELS_F_9,"You hear, 'Less gold. More legend.'"

ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_M_0,"Someone mutters, 'A crown and a sword. Dangerous combo.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_M_1,"You hear, 'He came from court... through a battlefield.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_M_2,"A voice says, 'That's not armor. That’s *royal armor*.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_M_3,"Someone says, 'He fights. He rules. He *dresses*.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_M_4,"You hear, 'That sash has seen blood and banquets.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_M_5,"A nod. 'He duels and dines in style.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_M_6,"Someone whispers, 'He’s diplomacy with daggers.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_M_7,"A mug is lowered. Respectfully."
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_M_8,"You hear, 'He’s armored like a poem about war.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_M_9,"Someone says, 'Even his scabbard has etiquette.'"

ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_F_0,"A voice whispers, 'She could conquer or host a gala. Or both.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_F_1,"You hear, 'That’s war and wealth walking together.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_F_2,"Someone mutters, 'Armor fits her like prophecy.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_F_3,"A cup is lifted. Not in mockery. In awe."
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_F_4,"You hear, 'She shines. And sharpens.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_F_5,"A nod: 'That’s the kind of queen you *follow*.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_F_6,"Someone whispers, 'If fashion could stab you…'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_F_7,"You hear, 'She dances in steel. That’s poetry.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_F_8,"A voice says, 'Glory in motion.'"
ambient_GROUPINTERIOR_LIBERAL_NOBLE_BATTLE_READY_F_9,"A guest mutters, 'Lead me. Or slay me. Either works.'"

ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_M_0,"Several heads turn. Then turn away in disgust."
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_M_1,"An uncomfortable silence swallows the room."
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_M_2,"Someone mutters, 'Absolutely unacceptable.'"
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_M_3,"You hear sharp whispers. None of them kind."
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_M_4,"A figure nearby shifts away from you without a word."
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_M_5,"Someone exhales harshly. 'This is no place for that.'"
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_M_6,"A few voices speak at once: 'Get dressed. Now.'"
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_M_7,"No one approaches. No one dares to."
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_M_8,"You feel the weight of every eye in the room."
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_M_9,"Someone says flatly, 'Leave. Immediately.'"

ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_F_0,"The room stills as you enter. Then tightens in silence."
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_F_1,"You hear a gasp. Followed by disapproval."
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_F_2,"Someone mutters, 'This is disgraceful.'"
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_F_3,"A few figures turn their backs to you."
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_F_4,"You hear low, stern voices. Not welcoming."
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_F_5,"Someone quietly walks away, shaking their head."
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_F_6,"A harsh whisper: 'Cover yourself.'"
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_F_7,"The space around you clears as if by instinct."
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_F_8,"You feel like a shadow over a sacred flame."
ambient_GROUPINTERIOR_STRICT_FULLY_NUDE_F_9,"A cold voice says, 'This is not tolerated here.'"

ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_M_0,"Someone mutters, 'That is barely clothing.'"
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_M_1,"A few glances meet you. None approving."
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_M_2,"You hear low murmurs behind closed mouths."
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_M_3,"A voice nearby says, 'Completely inappropriate.'"
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_M_4,"You sense discomfort ripple through the group."
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_M_5,"Someone says nothing—but moves away from you."
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_M_6,"You feel like a mistake that entered unannounced."
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_M_7,"The silence says everything. Loudly."
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_M_8,"Someone lowers their gaze. Not out of respect."
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_M_9,"A firm voice says, 'This is not acceptable.'"

ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_F_0,"The room tightens around your presence."
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_F_1,"Someone mutters, 'Not appropriate. Not here.'"
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_F_2,"You hear, 'That attire… it's wrong.'"
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_F_3,"A seated figure glances once, then looks away fast."
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_F_4,"You sense the discomfort radiating around you."
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_F_5,"A few people shift in place, unsettled."
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_F_6,"Someone whispers, 'This should not be allowed.'"
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_F_7,"A stillness falls, thicker than silence."
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_F_8,"No one speaks, but you feel rejected."
ambient_GROUPINTERIOR_STRICT_UNDERWEAR_ONLY_F_9,"A voice says clearly, 'Dress properly or leave.'"

ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_M_0,"You feel eyes on your bare chest. None admiring."
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_M_1,"Someone coughs. Loud. On purpose."
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_M_2,"A voice mutters, 'Put something on.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_M_3,"A chair creaks as someone leans away from you."
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_M_4,"The air around you turns heavy with judgment."
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_M_5,"A harsh breath escapes someone’s lips."
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_M_6,"You hear, 'We expect better.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_M_7,"Someone frowns without speaking."
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_M_8,"A space opens around you. No one enters it."
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_M_9,"A calm voice says, 'This behavior is beneath you.'"

ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_F_0,"The mood shifts sharply as you enter."
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_F_1,"You hear an audible sigh of disapproval."
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_F_2,"Someone whispers, 'Cover yourself.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_F_3,"A murmur runs through the room like a chill."
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_F_4,"People avoid your gaze. And your presence."
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_F_5,"A figure shakes their head slowly. Disappointed."
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_F_6,"You hear, 'Is this really appropriate?'"
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_F_7,"The energy turns hostile. Quietly."
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_F_8,"A voice says, 'This isn't the place for that.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_TOPLESS_F_9,"Someone moves to close a curtain near you."

ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_M_0,"You hear, 'Is he serious? In here?'"
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_M_1,"Someone mutters, 'That’s indecent.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_M_2,"Eyes scan you, then look away. Fast."
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_M_3,"You sense rejection without a single word."
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_M_4,"A voice says, 'He shouldn’t be allowed inside.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_M_5,"Someone visibly recoils as you pass."
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_M_6,"You hear soft footsteps… away from you."
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_M_7,"A whispered comment. Not friendly."
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_M_8,"The silence stretches. And accuses."
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_M_9,"A quiet voice says, 'That’s simply not acceptable.'"

ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_F_0,"You step in. The room rejects you silently."
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_F_1,"Someone mutters, 'That’s far too much skin.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_F_2,"Eyes drop to the floor. Then the door."
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_F_3,"A figure says, 'Someone stop her.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_F_4,"You hear, 'That’s not bravery. That’s disrespect.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_F_5,"A figure moves a chair. Away from you."
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_F_6,"A sharp voice says, 'Unacceptable attire.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_F_7,"The room chills. Not physically."
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_F_8,"You feel judged. Completely."
ambient_GROUPINTERIOR_STRICT_COMMONER_BOTTOMLESS_F_9,"Someone whispers, 'Why is she even allowed in?'"

ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_M_0,"The heavy footfalls do not hide your exposed chest."
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_M_1,"Someone murmurs, 'Protection for what, exactly?'"
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_M_2,"A stillness answers your arrival. Not friendly."
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_M_3,"Eyes land on your chest, then shift away in silence."
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_M_4,"Someone says, 'He mocks both war and dignity.'"
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_M_5,"You hear, 'That armor is missing more than plates.'"
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_M_6,"A cold breath escapes someone nearby."
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_M_7,"You feel unwelcome. Even from across the room."
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_M_8,"No one speaks. But the tension rises fast."
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_M_9,"Someone says, 'This place deserves better.'"

ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_F_0,"A hush falls, then judgment follows."
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_F_1,"Someone mutters, 'What kind of soldier dresses like that?'"
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_F_2,"You hear, 'This is not a battlefield. Nor a stage.'"
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_F_3,"A voice says, 'Inappropriate doesn't cover it.'"
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_F_4,"The room stiffens as you pass."
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_F_5,"Someone whispers, 'Unfitting. Unwelcome.'"
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_F_6,"A seat is pushed away. Not for you."
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_F_7,"You feel the cold in the stares, not the air."
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_F_8,"A quiet voice: 'Not here. Not like that.'"
ambient_GROUPINTERIOR_STRICT_ARMORED_TOPLESS_F_9,"Someone says, 'She dishonors the metal she wears.'"

ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_M_0,"You hear, 'Missing a few pieces, aren't we?'"
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_M_1,"A murmured laugh. It isn’t kind."
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_M_2,"A figure says, 'That look is disgraceful.'"
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_M_3,"A stool is pulled away. Deliberately."
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_M_4,"You feel more exposed than armored."
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_M_5,"Someone whispers, 'That’s not protection. That’s provocation.'"
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_M_6,"Eyes dart down, then away in disgust."
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_M_7,"A voice says, 'This is not acceptable.'"
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_M_8,"A sigh escapes someone standing near you."
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_M_9,"The atmosphere tightens like a pulled cord."

ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_F_0,"You hear, 'She’s armored above and bare below?'"
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_F_1,"A sharp whisper: 'Inappropriate.'"
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_F_2,"Someone mutters, 'Disrespectful.'"
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_F_3,"You feel the cold from more than just your legs."
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_F_4,"A voice says, 'This is not a place for that.'"
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_F_5,"A chair creaks as someone leans away from you."
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_F_6,"Someone says, 'This is disgraceful.'"
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_F_7,"No words, just silence and rejection."
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_F_8,"You hear a hiss of disappointment."
ambient_GROUPINTERIOR_STRICT_ARMORED_BOTTOMLESS_F_9,"Someone whispers, 'She crossed a line.'"

ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_M_0,"A few nods, but no smiles."
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_M_1,"You hear, 'Acceptable. Barely.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_M_2,"A glance. Then a shrug."
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_M_3,"Someone mutters, 'Could be worse.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_M_4,"The silence isn’t hostile, but it isn’t warm."
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_M_5,"Someone says, 'Not proper, but tolerable.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_M_6,"A nearby figure doesn’t speak. Or smile."
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_M_7,"You feel watched. Not hated—just measured."
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_M_8,"No one objects aloud."
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_M_9,"You blend in—uncomfortably."

ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_F_0,"A quiet voice says, 'Plain, but not offensive.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_F_1,"Someone glances. Then loses interest."
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_F_2,"You feel tolerated, not welcomed."
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_F_3,"A figure says, 'Could be worse.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_F_4,"A few heads turn. None linger."
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_F_5,"Someone mutters, 'Not exactly proper, is it?'"
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_F_6,"You get no smiles. Only stillness."
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_F_7,"A seat is left vacant. You take it anyway."
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_F_8,"Someone whispers, 'At least she’s clothed.'"
ambient_GROUPINTERIOR_STRICT_COMMONER_FULL_F_9,"A nod. Cold. But a nod."

ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_M_0,"A voice says, 'Now that is proper attire.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_M_1,"You hear quiet approval in the air."
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_M_2,"Someone nods. 'Dignified.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_M_3,"A figure says, 'Finally, someone who understands tradition.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_M_4,"You are watched—but not judged."
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_M_5,"A seat is made available. Silently."
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_M_6,"You hear, 'Well chosen garments.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_M_7,"Someone whispers, 'This one belongs here.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_M_8,"A respectful silence surrounds your steps."
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_M_9,"You walk through like part of the structure itself."

ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_F_0,"You hear, 'Elegant. Appropriate. Welcome.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_F_1,"A nod from someone important-looking."
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_F_2,"The air eases around you."
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_F_3,"A voice says, 'She respects the house.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_F_4,"Someone mutters, 'Dressed with sense and respect.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_F_5,"A chair is offered without hesitation."
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_F_6,"You hear approval in quiet voices."
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_F_7,"No objections. Just calm observation."
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_F_8,"A low voice says, 'She understands the code.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_FULL_F_9,"You pass through unnoticed. As it should be."

ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_M_0,"A soft murmur: 'His robe speaks of purpose.'"
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_M_1,"You hear, 'Fitting. Humble.'"
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_M_2,"Someone nods. 'Proper garments for this space.'"
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_M_3,"A hush greets your presence. Not unfriendly."
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_M_4,"Someone bows slightly as you pass."
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_M_5,"You hear, 'He respects the quiet here.'"
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_M_6,"A seat is made available without words."
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_M_7,"A figure nods silently. Approval granted."
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_M_8,"Your presence calms rather than disturbs."
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_M_9,"Someone whispers, 'He walks with reverence.'"

ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_F_0,"A voice says, 'She is properly dressed for this place.'"
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_F_1,"You hear peaceful murmurs."
